Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.188696 | segment id: 72 | term: "Early Learning Board" | text: "we need to develop some baseline data research so that we can be more informed before we develop a larger working group on this."
score: 0.188688 | segment id: 409 | term: "Scholarship" | text: "Not that it's not needed, but I'm just throwing that out there to see what the sense is of the students out there."
score: 0.188680 | segment id: 28 | term: "Red Hill" | text: "Paige Choi, support."
score: 0.188649 | segment id: 214 | term: "Candidate Advisory Council" | text: "The other part of it is our institutional research office has a staff that does a lot of data analysis as well."
score: 0.188598 | segment id: 146 | term: "302a-431" | text: "So, University of Hawaii, Parliamentary."
score: 0.188540 | segment id: 258 | term: "Underground Storage Tanks" | text: "ability to put that in so that it can be taken out by certain areas of the department so we can go forward."
score: 0.188507 | segment id: 256 | term: "Education Commission of the States" | text: "the kids or whatever apply for whatever they do and you say you gotta go to a portal to figure out maybe what what what what area they go um isn't isn't that when they're in high school kind of thing "
score: 0.188486 | segment id: 476 | term: "302a-431" | text: "Sorry, Vice Chair."
score: 0.188475 | segment id: 296 | term: "Tuition" | text: "whole dashboard just for them to see how successful they might be when they graduate."
score: 0.188422 | segment id: 235 | term: "Board of Regents" | text: "So, for example, they're not on our agenda for today, but there's the request that we have access to tax data so that we have a better sense of what our students will go on to do."
score: 0.188414 | segment id: 278 | term: "Hawaiʻi Commission on National and Community Service" | text: "the kinds of programs we would offer in terms of living wages for the state and other programs we may want to produce in the future based on living wages."
score: 0.188403 | segment id: 437 | term: "Center on Nursing Advisory Board" | text: "IT WOULD BE CURRENT STUDENTS, YES."
score: 0.188388 | segment id: 426 | term: "Career and Technical Education" | text: "So it was sort of like a waiver of tuition for four years?"
score: 0.188347 | segment id: 455 | term: "302a-431" | text: "Vice Chair votes aye."
score: 0.188347 | segment id: 464 | term: "302a-431" | text: "Vice Chair votes aye."
score: 0.188347 | segment id: 482 | term: "302a-431" | text: "Vice Chair votes aye."
score: 0.188347 | segment id: 505 | term: "302a-431" | text: "Vice Chair votes aye."
score: 0.188317 | segment id: 234 | term: "west oahu" | text: "Well, some of it, and as you know, there's other bills that are currently under review this session that would give us access to better statewide data because we don't currently have access to all of "
score: 0.188257 | segment id: 92 | term: "Aloha Stadium" | text: "Hempcrete that you probably heard about."
score: 0.188224 | segment id: 29 | term: "Early Learning Board" | text: "Rachel Wilkinson, Laura Reinhart on support."
score: 0.188215 | segment id: 227 | term: "Research Corporation of the University of Hawaiʻi" | text: "DXP has a dashboard, and then there's a Career Explorer."
score: 0.188209 | segment id: 102 | term: "Board of Regents" | text: "And so I'd ask to pass the bill."
score: 0.188154 | segment id: 309 | term: "university" | text: "that's intuitive for parents and students who may be first generation may not have had the kinds of opportunities that we had to understand these kinds of job searches or don't know engineering exists"
score: 0.188150 | segment id: 62 | term: "Hawaiʻi Institute of Marine Biology" | text: "Anybody from the Department of Agriculture?"
score: 0.188140 | segment id: 212 | term: "Hawaiʻi Commission on National and Community Service" | text: "So part of what the request is for is to help us envision how we can do workforce development for the system far better than we can with our current capacity."
score: 0.188127 | segment id: 16 | term: "College" | text: "So are you aware of our"
score: 0.188087 | segment id: 418 | term: "Career and Technical Education" | text: "committed to pay for four years of college for any Lahaina Luna."
score: 0.188070 | segment id: 372 | term: "State Departments" | text: "Aloha, Chair Kim, Vice Chair Kidani."
score: 0.188066 | segment id: 311 | term: "Education Commission of the States" | text: "So I think that's part of the impetus behind it, is to create this space for students who wouldn't otherwise understand how to negotiate that complex landscape, which is higher ed."
score: 0.188056 | segment id: 408 | term: "Hawaiʻi Medical Education Council" | text: "Yeah, the regions I understand is probably looking at increasing tuition, increasing in student housing fees and so forth."
score: 0.188030 | segment id: 290 | term: "Western Interstate Commission for Higher Education" | text: "these are the things the jobs that you guys going to be going engineer whatever the department it is engineering nursing whatever these are the jobs that you can get as engineering or you can get as a"
score: 0.188025 | segment id: 339 | term: "Scholarship" | text: "Spend everybody else's budget."
score: 0.188007 | segment id: 192 | term: "community college" | text: "Yeah."
score: 0.188006 | segment id: 511 | term: "Western Interstate Commission for Higher Education" | text: "House Bill 1171, House Draft 2."
score: 0.187971 | segment id: 305 | term: "Board of Regents" | text: "Because you ought to create this whole thing so when they go to college, they're going to be successful and when they can go graduate, whatever."
score: 0.187953 | segment id: 5 | term: "Aloha Stadium" | text: "Let's see, on Thursday in room 229, a public notice will be posted on the legislature's website."
score: 0.187916 | segment id: 300 | term: "Center on Nursing Advisory Board" | text: "Question, Senator."
score: 0.187899 | segment id: 69 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you for the opportunity, chair, vice chair, members of the committee."
score: 0.187893 | segment id: 443 | term: "Research Corporation of the University of Hawaiʻi" | text: "I will recess shortly."
score: 0.187870 | segment id: 46 | term: "302a-431" | text: "And basically it repeals the Conference Center Revolving Fund."
score: 0.187866 | segment id: 225 | term: "Hawaiʻi Commission on National and Community Service" | text: "Both the Census Bureau does collect data, and that's one of the databases that we reference."
score: 0.187865 | segment id: 83 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you, Chair."
score: 0.187865 | segment id: 139 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you, Chair."
score: 0.187865 | segment id: 193 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you, Chair."
score: 0.187861 | segment id: 150 | term: "Hawaiʻi Institute of Marine Biology" | text: "um do basically some analysis of what different crops we talked about bamboo we talked about hemp and where we will grow them we have food production as the number one priority right in the state and "
score: 0.187841 | segment id: 513 | term: "Center on Nursing Advisory Board" | text: "Recommendation is to pass as is."
score: 0.187785 | segment id: 25 | term: "Hawaiʻi Medical Education Council" | text: "Our next testifier, Eric Abe."
score: 0.187783 | segment id: 134 | term: "Center on Nursing Advisory Board" | text: "Whatever my colleagues do, I support it."
score: 0.187769 | segment id: 110 | term: "Red Hill" | text: "Question."
score: 0.187750 | segment id: 147 | term: "Candidate Advisory Council" | text: "So there is an appropriation in this bill."
score: 0.187736 | segment id: 374 | term: "Center on Nursing Advisory Board" | text: "My name is Arnold Sturgis, here on behalf of the University of Hawaii Student Caucus."
score: 0.187658 | segment id: 238 | term: "Board of Regents" | text: "We are, of course, trying to develop a long-term strategy for how we can provide better data and a better way for the state to understand how that will look."
score: 0.187623 | segment id: 99 | term: "Hawaiʻi Teacher Standards Board" | text: "And so I hope that you can pass it."
score: 0.187554 | segment id: 151 | term: "State Departments" | text: "And in order to do that kind of analysis and get some experts on board to finalize, to have some kind of policy statement, we are thinking about say about 150,000 over two years to do all that work an"
score: 0.187550 | segment id: 83 | term: "Western Interstate Commission for Higher Education" | text: "Thank you, Chair."
score: 0.187550 | segment id: 139 | term: "Western Interstate Commission for Higher Education" | text: "Thank you, Chair."
score: 0.187550 | segment id: 193 | term: "Western Interstate Commission for Higher Education" | text: "Thank you, Chair."
score: 0.187517 | segment id: 506 | term: "Aloha Stadium" | text: "Senator Fukunaga excused."
score: 0.187496 | segment id: 144 | term: "Western Interstate Commission for Higher Education" | text: "Is there anyone else wishing to testify on this measure?"
